PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Fluorescence Polarization (mP)_A,Fluorescence Intensity_A,Fluorescence Polarization (mP)_B,Fluorescence Intensity_B,Normalized % Inhibition_A,Normalized % Inhibition_B,Normalized % Inhibition_Avg,Normalized Fluorescence Intensity_A,Normalized Fluorescence Intensity_B
RESULT_TYPE,,,,,,,,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT
RESULT_DESCR,,,,,,,,"Fluoresence polarization for replicate A, calculated from parallel and perpendicular intensity channels (milli-polarization units).",Total fluorescence intensity for replicate A.,"Fluoresence polarization for replicate B, calculated from parallel and perpendicular intensity channels (milli-polarization units).",Total fluorescence intensity for replicate B.,"Fluorescence polarization, normalized to plate average FP of positive and negative controls for replicate A.","Fluorescence polarization, normalized to plate average FP of positive and negative controls for replicate B.","Fluorescence polarization, normalized to plate average FP of positive and negative controls (average of A and B replicates)",Fluorescence intensity normalized to average intensity of all wells on plate.,Fluorescence intensity normalized to average intensity of all wells on plate.
RESULT_UNIT,,,,,,,,NONE,NONE,NONE,NONE,PERCENT,PERCENT,PERCENT,RATIO,RATIO
75726,92145621,16271791,CC1=C(SC2=C1C(=O)NC(=N2)CSC(C)C(=O)OCC3=CC(=O)N4C=CSC4=N3)C,Inactive,1,,,201.8,2.51361e+07,201.7,2.50544e+07,0.48,2.05,1.27,94.19,94.27
75727,92145622,8893105,CC1=NN2C3=CC=CC=C3C(=NC2=C1)N4CCC5=CC=CC=C54,Inactive,4,,,196.6,2.72919e+07,198.8,2.7133e+07,3.87,3.96,3.92,102.27,102.09
75728,92145623,4828655,CC1=CC(=CC=C1)C(=O)NC2=C(C=CC(=C2)C(F)(F)F)N3C=NC=N3,Inactive,3,,,198.8,2.587e+07,198.8,2.57957e+07,2.43,3.96,3.2,96.94,97.06
75729,92145624,135558248,CC1C(=NNC(=NC2CCCCC2)S1)C3=C(C(=C(N3)C)C(=O)OC)C,Inactive,2,,,199.3,2.65984e+07,201.4,2.64793e+07,2.11,2.25,2.18,99.67,99.63
75730,92145625,8893595,CCN(CC)S(=O)(=O)C1=CC=C(C=C1)C(=O)N2CCNC(=O)C2,Inactive,1,,,200.8,2.64483e+07,202.3,2.63613e+07,1.13,1.65,1.39,99.1,99.18
75731,92145626,4336563,C1CN(C2=CC=CC=C21)C(=O)CN3C4=CC=CC5=C4C(=CC=C5)C3=O,Inactive,1,,,203.1,2.70524e+07,202.7,2.70401e+07,-0.37,1.39,0.51,101.37,101.74
75732,92145627,4962339,CCCCC1=C(C2=CC=CC=C2O1)CNC,Inactive,0,,,204.8,2.7017e+07,204.7,2.69106e+07,-1.48,0.07,-0.71,101.24,101.25
75733,92145628,16273025,CN(C)C(=O)C(C1=CC=CC=C1)OC(=O)CC2=NNC(=O)C3=CC=CC=C32,Inactive,1,,,202.4,2.59348e+07,202.8,2.58675e+07,0.09,1.32,0.71,97.18,97.33
75734,92145629,8893760,CC(C)N(C1=CC=CC=C1)C(=O)COC2=NC=NC3=C2C=C(C=C3)Br,Inactive,4,,,198.6,2.73571e+07,197.2,2.73086e+07,2.56,5.02,3.79,102.51,102.75
75735,92145630,16272570,COC1=C(C=CC(=C1)C(=O)OCC(=O)N2CCOCC2)OCC(=O)NC3=CC=C(C=C3)F,Inactive,1,,,200.3,2.62333e+07,204.5,2.622e+07,1.46,0.2,0.83,98.3,98.65
75736,92145631,9721695,CC1=C(C=CO1)C(=O)N/N=C/C2=CN(N=C2C3=CC=CC=C3)C4=CC=CC=C4,Inactive,2,,,202.8,2.73804e+07,199.2,2.73193e+07,-0.18,3.7,1.76,102.6,102.79
75737,92145632,16272492,CCC1=C(C2=NC3=CC=CC=C3N2C(=C1)SCC(=O)NCCN4C(=O)CSC4=O)C#N,Inactive,0,,,202.9,2.61483e+07,204.5,2.6101e+07,-0.24,0.2,-0.02,97.98,98.2
75738,92145633,8893860,COC(=O)C1=CC=C(C=C1)/C=C/C(=O)OCC#N,Inactive,1,,,200.7,2.70719e+07,203.1,2.71427e+07,1.19,1.13,1.16,101.44,102.12
75739,92145634,16272193,CC(C(=O)NC1=CC=C(C=C1)C(=O)N)N(C)CC2=CC=CS2,Inactive,0,,,201.4,2.65965e+07,204.8,2.64088e+07,0.74,0,0.37,99.66,99.36
75740,92145635,135916266,CCCCCN=C1NN=C(C(S1)C(=O)NC2=CN=CC=C2)C3=CC=CC=C3,Inactive,2,,,199.5,2.73674e+07,202.2,2.72829e+07,1.98,1.72,1.85,102.55,102.65
75741,92145636,8893718,CC1=CC2=C(C=C1C(C)C)C(=CO2)CC(=O)OC3=CC=C(C=C3)C4=NN=CO4,Inactive,2,,,200.1,2.71676e+07,201.4,2.70799e+07,1.59,2.25,1.92,101.8,101.89
75742,92145637,8893919,CC(C)N(CC1=CC=CC=C1)C(=O)COC2=NC=NC3=C2C=NN3C4=CC=CC=C4,Inactive,1,,,201.4,2.59598e+07,202.6,2.5964e+07,0.74,1.46,1.1,97.27,97.69
75743,92145638,4808043,CCCCNC(=O)CC1=NNC(=O)C2=CC=CC=C21,Inactive,3,,,197.5,2.74875e+07,201,2.74184e+07,3.28,2.51,2.9,103,103.16
75744,92145639,16272453,C1CCC(C1)N2CC(CC2=O)C(=O)NC3=CC4=C(C=C3)OC5(O4)CCCC5,Inactive,1,,,201.9,2.67273e+07,202.2,2.67526e+07,0.41,1.72,1.07,100.15,100.66
75745,92145640,16270927,CCN(CC)S(=O)(=O)C1=CC2=C(C=C1)NC(=O)C=C2C(=O)N3CCCSC4=CC=CC=C43,Inactive,0,,,202.5,2.64966e+07,203.9,2.65382e+07,0.02,0.6,0.31,99.29,99.85
75746,92145641,135781181,C1CSCC12N=C(NC3=NC4=CC=CC=C4N23)N,Inactive,0,,,205.1,2.68705e+07,207.9,2.65318e+07,-1.68,-2.04,-1.86,100.69,99.82
75747,92145642,16270780,CC1CC2=CC=CC=C2N1C(=O)COC(=O)C3CCN(CC3)C(=O)NC4=CC=CC=C4,Inactive,0,,,207,2.65124e+07,207.5,2.66132e+07,-2.91,-1.78,-2.35,99.34,100.13
75748,92145643,16294352,COC1=CC=C(C=C1)C2CCCCCN2C(=O)CN3C4=CC=CC=C4C(=O)C=N3,Inactive,2,,,200.5,2.46638e+07,201.4,2.48809e+07,1.32,2.25,1.79,92.42,93.61
75749,92145644,9109210,C1CCC(CC1)(CNS(=O)(=O)C2=CC=CS2)N3CCCCC3,Inactive,3,,,198.5,2.62366e+07,200,2.66136e+07,2.63,3.17,2.9,98.31,100.13
75750,92145645,16294332,C1CN(CCN(C1)S(=O)(=O)C2=CC=C(C=C2)F)C(=O)C3=NN(N=C3)C4=CC=CC=C4,Inactive,2,,,201.3,2.62994e+07,199.7,2.5591e+07,0.8,3.37,2.09,98.55,96.29
75751,92145646,9109391,COCCN(CC1=NN=C(O1)C2=CC=CS2)C(=O)C3=CC4=CC=CC=C4O3,Inactive,1,,,202.2,2.5834e+07,202.3,2.58984e+07,0.22,1.65,0.94,96.8,97.44
75752,92145647,9205951,CN(CCOC1=CC=C(C=C1)OC)C(=O)C2=CC=CC3=C2N=CC=C3,Inactive,2,,,201.3,2.60218e+07,200.4,2.58523e+07,0.8,2.91,1.86,97.51,97.27
75753,92145648,9110079,CN(CCOC1=CC=C(C=C1)Cl)CC2=CC3=C(C=C2O)OCO3,Inactive,1,,,200.5,2.64766e+07,202.3,2.65016e+07,1.32,1.65,1.49,99.21,99.71
75754,92145649,16298310,CN(C)C1=CC=C(C=C1)CN(CC2CCCO2)S(=O)(=O)C3=CC=CC=C3C#N,Inactive,2,,,200.2,2.66024e+07,201.4,2.63662e+07,1.52,2.25,1.89,99.68,99.2
75755,92145650,16282272,CC1=C(C(=NN1CC2=CC=CC=C2Cl)C)C(=O)OCC(=O)NC3=C(C=CS3)C(=O)N,Inactive,0,,,203.9,2.57627e+07,203.2,2.58206e+07,-0.89,1.06,0.09,96.54,97.15
75756,92145651,9206072,CCN(CC1=CC2=C(C=C1)OCO2)C(=O)C3=CC(=C(C=C3Cl)F)F,Inactive,2,,,199,2.64933e+07,201.3,2.62329e+07,2.3,2.31,2.31,99.27,98.7
75757,92145652,8789514,C1=CC=C2C(=C1)C(=CC(=O)N2)C(=O)OCC3=CC(=O)OC4=C3C=CC(=C4)O,Inactive,3,,,198.4,2.63982e+07,199.2,2.63474e+07,2.69,3.7,3.2,98.92,99.13
75758,92145653,16294563,CC1=CC=C(C=C1)NC(=S)NC2CN3CCC2CC3,Inactive,2,,,201.8,2.6458e+07,200.6,2.63787e+07,0.48,2.78,1.63,99.14,99.25
75759,92145654,9110375,C1=CC=C2C(=C1)C(=O)N(C2=O)COC(=O)C3=CC=[N+](C=C3)[O-],Inactive,0,,,203.4,2.57054e+07,202.8,2.56294e+07,-0.57,1.32,0.38,96.32,96.43
75760,92145655,16298460,CCC(=O)N(C1CC1)C2=NN=C(S2)SCC(=O)NC3=C(N(N=C3C)C4=CC=CC=C4)C,Inactive,3,,,199.3,2.73063e+07,198.5,2.72863e+07,2.11,4.16,3.14,102.32,102.66
75761,92145656,16282788,C1CCCN(CC1)S(=O)(=O)C2=CC=C(C=C2)/C=C/C(=O)OCC3=NN=C(O3)C4=CC=CC=C4,Inactive,1,,,200.6,2.56496e+07,202.8,2.56938e+07,1.26,1.32,1.29,96.11,96.67
75762,92145657,9206933,CCC(=O)N(C1CC1)C2=NN=C(S2)SCC(=O)N3CCC(=N3)C4=CC=CC=C4,Inactive,2,,,200.9,2.64903e+07,199.6,2.66063e+07,1.06,3.44,2.25,99.26,100.11
75763,92145658,9110477,CC1=C(N(C(=C1C#N)NC(=O)CSC(=S)N2CCCC2)CC3=CC=CO3)C,Inactive,1,,,202.3,2.66236e+07,202.9,2.66023e+07,0.15,1.26,0.71,99.76,100.09
75764,92145659,16294664,CC(C)(C)C(=O)NCC(=O)NC1=NCCS1,Inactive,1,,,200.5,2.62162e+07,202.3,2.58676e+07,1.32,1.65,1.49,98.23,97.33
75765,92145660,9110597,C1COC2=C(C=C(C=C2)NC(=O)COC3=CC=CC=C3C#N)OC1,Inactive,2,,,198,2.68639e+07,204.6,2.64343e+07,2.96,0.14,1.55,100.66,99.46
75766,92145661,9207014,CC1=CC(=C(C=C1)C)NC(=O)COC(=O)C2=CC3=C(C=C2)C(=O)N4CCCCCC4=N3,Inactive,2,,,198.2,2.68065e+07,203.5,2.69623e+07,2.83,0.86,1.85,100.45,101.44
75767,92145662,16338838,CC(C(=O)N1CCC2=CC=CC=C21)OC(=O)CC3=CNC4=CC=CC=C43,Inactive,1,,,203.7,2.615e+07,201.7,2.57292e+07,-0.76,2.05,0.65,97.99,96.81
75768,92145663,4804074,CCCCN1C2=C(C(=CC(=N2)C3=CC=CC=C3OC)C(=O)OC)C(=O)N(C1=O)C,Inactive,1,,,200.1,2.6507e+07,204.7,2.68213e+07,1.59,0.07,0.83,99.32,100.91
75769,92145664,135583657,CC1=CC=CC=C1NC2=NC(=NC(=N2)N)COC(=O)CCCN=C3C4=CC=CC=C4S(=O)(=O)N3,Inactive,0,,,202.8,2.62464e+07,208,2.62382e+07,-0.18,-2.11,-1.15,98.35,98.72
75770,92145665,16271790,C1C(CN(C1=O)CCC2=CC=CC=C2)C(=O)OCC3=CC(=O)N4C=C(C=CC4=N3)Br,Inactive,0,,,204.3,2.63878e+07,204.3,2.54959e+07,-1.15,0.33,-0.41,98.88,95.93
75771,92145666,8893106,CC1=NN2C3=CC=CC=C3C(=NC2=C1)N(C)CC4=CN=CC=C4,Inactive,0,,,204.2,2.67178e+07,203.5,2.6299e+07,-1.09,0.86,-0.12,100.11,98.95
75772,92145667,8893435,CC1=CN=C(S1)NC(=O)C2=NN(C(=O)CC2)C3=CC=CC=C3,Inactive,1,,,202.3,2.64503e+07,200.8,2.63699e+07,0.15,2.64,1.4,99.11,99.22
75773,92145668,16271269,C1COC(=O)C1N2N=C(N=N2)C3=CC=C(C=C3)F,Inactive,0,,,204.6,2.67413e+07,202.6,2.66177e+07,-1.35,1.46,0.05,100.2,100.15
75774,92145669,16271836,CCOC(=O)C1=C(NC(=C(C1C(=O)OCN2C(=O)C3=CC=CC=C3N=N2)C(=O)OCC)C)C,Inactive,0,,,202,2.67445e+07,204.2,2.6637e+07,0.35,0.4,0.38,100.21,100.22
75775,92145670,16271184,CC1=CSC(=O)N1CC(=O)OCC(=O)N(C)C2=C(N(C(=O)NC2=O)CC3=CC=CC=C3)N,Inactive,0,,,204.6,2.70902e+07,206.9,2.68567e+07,-1.35,-1.38,-1.37,101.51,101.05
75776,92145671,16270797,CN(C)S(=O)(=O)C1=CC(=C(C=C1)N2CCCC2)C(=O)OCN3C(=O)C4=CC=CC=C4N=N3,Inactive,0,,,203.9,2.67076e+07,205.4,2.65486e+07,-0.89,-0.39,-0.64,100.08,99.89
75777,92145672,4878902,C1CC(C2=CC=CC=C2C1)NC(=O)COC3=CC4=C(C=C3)OCO4,Inactive,0,,,202.5,2.63723e+07,203.9,2.62931e+07,0.02,0.6,0.31,98.82,98.93
75778,92145673,16271993,CC1CCCCC1NC(=O)NC(=O)CN2C=C(C=CC2=O)Br,Inactive,1,,,203.4,2.72171e+07,202.2,2.71683e+07,-0.57,1.72,0.58,101.98,102.22
75779,92145674,16272581,CC1=CC=C(O1)/C=C/C(=O)OCC(=O)C2=CC=C(O2)CNC(=O)C,Inactive,0,,,203.6,2.67625e+07,207.2,2.65057e+07,-0.7,-1.58,-1.14,100.28,99.73
75780,92145675,8893822,CC1=NN2C3=CC=CC=C3C(=NC2=C1)NC4=CC=CC=C4,Inactive,0,,,203.2,2.68701e+07,203.8,2.68431e+07,-0.44,0.66,0.11,100.68,101
75781,92145676,16272537,C1=COC(=C1)C2=NN=C(N2N)SCCCSC3=NN=C(N3N)C4=CC=CO4,Inactive,0,,,204.9,2.62598e+07,206,2.61088e+07,-1.55,-0.79,-1.17,98.4,98.23
75782,92145677,16272280,C1CSC2=CC=CC=C2C1NC(=O)C3=CC=CC=C3,Inactive,0,,,202.3,2.7555e+07,204.6,2.74606e+07,0.15,0.14,0.15,103.25,103.32
75783,92145678,8893685,C1COCCN1S(=O)(=O)C2=CC=C(C=C2)OC3=NC=NC4=C3OC5=CC=CC=C54,Inactive,0,,,207,2.69849e+07,207.6,2.6733e+07,-2.91,-1.84,-2.38,101.11,100.58
75784,92145679,8893896,CCOC1=C(C=C(C=C1)C(=O)OCC2=C(OC3=CC=CC=C32)C(=O)OCC)OC,Inactive,0,,,201.8,2.67552e+07,204.6,2.73679e+07,0.48,0.14,0.31,100.25,102.97
75785,92145680,8893719,C1=CC=C(C(=C1)C(=O)OC2=CC=C(C=C2)C3=NN=CO3)OC(F)F,Inactive,0,,,202.3,2.76599e+07,203.7,2.70122e+07,0.15,0.73,0.44,103.64,101.63
75786,92145681,16278463,CC(C(=O)NC1CCCCC1)OC(=O)C2=CC=CC=C2SC,Inactive,0,,,202.7,2.638e+07,203.8,2.66283e+07,-0.11,0.66,0.28,98.85,100.19
75787,92145682,8893181,CN(CC1=CC=C(S1)Br)CN2N=C(N=N2)C3=CC=CC=C3,Inactive,1,,,200.3,2.70765e+07,204.3,2.74576e+07,1.46,0.33,0.9,101.46,103.31
75788,92145683,8893984,CCN(CC1=CC(=C(C=C1)OC)F)C(=O)C2=CC=CC=C2N3C=NN=N3,Inactive,0,,,203.5,2.69723e+07,205.9,2.69018e+07,-0.63,-0.72,-0.68,101.07,101.22
75789,92145684,8893207,CCN1C(=NN=C1SCC(=O)NC(=O)NCC2=CC=CC=C2)CC3=CC=CC=C3,Inactive,0,,,207.4,2.70593e+07,206.5,2.70822e+07,-3.18,-1.12,-2.15,101.39,101.9
75790,92145685,4819993,CC(C(=O)N)SC1=NC2=C(C=C(C=C2)Cl)C(=O)N1CC=C,Inactive,0,,,205,2.68729e+07,207.5,2.6868e+07,-1.61,-1.78,-1.7,100.7,101.09
75791,92145686,2607821,COC1=C(C=C(C=C1)N2C(=O)/C(=C\C3=CC=CO3)/N=C2SCC4=CC(=O)N5C=CSC5=N4)Cl,Inactive,0,,,206.5,2.69154e+07,211.3,2.68983e+07,-2.59,-4.29,-3.44,100.85,101.2
75792,92145687,16294350,COC1=CC=C(C=C1)C2CCCCCN2C(=O)CC3=NOC4=CC=CC=C43,Inactive,0,,,204.2,2.52471e+07,203.3,2.52761e+07,-1.09,0.99,-0.05,94.6,95.1
75793,92145688,8318473,CC1CCC(CC1)NS(=O)(=O)C2=CC(=C(C=C2)C)C,Inactive,3,,,199.7,2.71321e+07,199,2.71241e+07,1.85,3.83,2.84,101.67,102.05
75794,92145689,16294415,CC1=C(C(=CC=C1)NC(=O)CN2CCN(CC2)C(=O)C3=CC(=NN3C4=CC=CC=C4)C5CC5)C,Inactive,2,,,200,2.72338e+07,200.1,2.70969e+07,1.65,3.11,2.38,102.05,101.95
75795,92145690,9109411,CC1=CC(=C(N1C2CC2)C)C(=O)COC(=O)C3=NN(C(=O)C=C3)CC4=CC=CC=C4,Inactive,0,,,199,2.70509e+07,209,2.43404e+07,2.3,-2.77,-0.24,101.36,91.58
75796,92145691,16294575,CC1=C(C(=NN1CC2=CC=CC=C2)C)C(=O)N3CCN(CC3)CC4=CC(=C(C=C4)OC)F,Inactive,1,,,202.9,2.71307e+07,200.9,2.7032e+07,-0.24,2.58,1.17,101.66,101.71
75797,92145692,16281442,CN(C)C(=O)C(C1=CC=CC=C1)OC(=O)C2=CC(=C(C=C2)Cl)N,Inactive,2,,,202.3,2.71291e+07,200.4,2.70284e+07,0.15,2.91,1.53,101.66,101.69
75798,92145693,16298314,C1CN(CC1NC(=O)C2=NN(C(=O)C3=CC=CC=C32)C4=CC=CC=C4)CC5=CC=CC=C5,Inactive,1,,,201.4,2.70226e+07,204.3,2.69332e+07,0.74,0.33,0.54,101.26,101.34
75799,92145694,2632945,C1CC(=O)N(C1)C(=O)COC(=O)C2=CC(=C(C=C2)Cl)S(=O)(=O)N,Inactive,1,,,202.5,2.73664e+07,203.3,2.7213e+07,0.02,0.99,0.51,102.54,102.39
75800,92145695,9206075,CN(CC1=CC=C(O1)C2=CC=C(C=C2)Br)C(=O)C3=CC=CS3,Inactive,2,,,200.4,2.73186e+07,199.7,2.70659e+07,1.39,3.37,2.38,102.37,101.83
75801,92145696,9110319,C1CN(CCN1CCS(=O)(=O)CCC(=O)N)CC2=C(C=CC=C2Cl)F,Inactive,2,,,200.3,2.7392e+07,199.9,2.73331e+07,1.46,3.24,2.35,102.64,102.84
75802,92145697,729446,C1CC(=NC1)NS(=O)(=O)C2=CC=C(C=C2)N,Inactive,3,,,199.8,2.73062e+07,199.7,2.72623e+07,1.78,3.37,2.58,102.32,102.57
75803,92145698,956249,CC1=CC=CC=C1NC(=O)CN2C(=CC(=C(C2=O)C#N)C)C,Inactive,2,,,201.3,2.75693e+07,201.2,2.74566e+07,0.8,2.38,1.59,103.3,103.3
75804,92145699,135670719,COC1=C(C=C2C(=C1)C(=O)NC(=N2)CSC3=NN=C(N3C4CC4)C5CC5)OC,Inactive,3,,,200.4,2.73915e+07,198.5,2.76958e+07,1.39,4.16,2.78,102.64,104.2
75805,92145700,16281349,COC1=CC2=CC(=C(N=C2C=C1)Cl)/C=N/NC3CCS(=O)(=O)C3,Inactive,1,,,200.9,2.72274e+07,202.1,2.71812e+07,1.06,1.79,1.43,102.02,102.27
75806,92145701,16293344,CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)NC3=CC=C(C=C3)N4CCN(CC4)C,Inactive,1,,,201.8,2.5957e+07,201.5,2.59974e+07,0.48,2.18,1.33,97.26,97.81
75807,92145702,16282773,CC1=C(N(C(=C1C#N)NC(=O)CSC2=NN=C(S2)SC)CC3=CC=CO3)C,Inactive,3,,,198,2.74695e+07,200.9,2.74115e+07,2.96,2.58,2.77,102.93,103.14
75808,92145703,16294668,CCCNC(=O)C1CN(C2=CC=CC=C2O1)C(=O)C3=NC=C(N=C3)C,Inactive,3,,,198,2.74067e+07,199.7,2.7302e+07,2.96,3.37,3.17,102.7,102.72
75809,92145704,16282912,C1=CC2=C3C(=C1)/C(=N/NC(=O)CC4=CN5C=CSC5=N4)/C(=O)C3=CC=C2,Inactive,3,,,198.7,2.66343e+07,200.4,2.66011e+07,2.5,2.91,2.71,99.8,100.09
75810,92145705,2669585,COC1=C(C=C(C=C1)NC(=O)COC(=O)C2=CC=C(C=C2)N3C=NN=N3)Cl,Inactive,1,,,200.9,2.73747e+07,202.5,2.7299e+07,1.06,1.52,1.29,102.58,102.71
75811,92145706,16283120,C1CC(OC1)CNC(=S)NNC2=CC=CC=C2C(F)(F)F,Inactive,2,,,198.9,2.71431e+07,203.1,2.713e+07,2.37,1.13,1.75,101.71,102.08
75812,92145707,4804068,CCN1C2=C(C(=CC(=N2)C3=CC=C(C=C3)C)C(=O)OC)C(=O)NC1=O,Inactive,0,,,203,2.75035e+07,204.6,2.74024e+07,-0.31,0.14,-0.09,103.06,103.1
75813,92145708,7712993,CC1=CC=C(C=C1)C2=NN(N=N2)CC(=O)N3CC(=O)NC4=CC=CC=C43,Inactive,0,,,212.4,2.68336e+07,216.4,2.6834e+07,-6.44,-7.65,-7.05,100.55,100.96
75814,92145709,16271885,C1COCCN1C2=CC=C(C=C2)/C=N/N3C=C(NC3=S)C4=CC=CC=C4,Inactive,0,,,203.1,2.58482e+07,204.1,2.57812e+07,-0.37,0.47,0.05,96.86,97
75815,92145710,16273027,CC(C)(C)OC(=O)NC1=CC=CC(=C1)C(=O)OCC(=O)NC2=CC=C(C=C2)N3CCOCC3,Inactive,2,,,201.5,2.72127e+07,201.2,2.69509e+07,0.67,2.38,1.53,101.97,101.4
75816,92145711,135591403,CN(CC1=NC2=CC=CC=C2C(=O)N1)C(=O)C3=CN(N=C3C4=CC=CS4)C5=CC=CC=C5,Inactive,3,,,199.8,2.60068e+07,198.5,2.65304e+07,1.78,4.16,2.97,97.45,99.82
75817,92145712,16332200,C1CCC(C1)N(C2CCS(=O)(=O)C2)C(=O)CN3N=C(N=N3)C4=CC(=CC=C4)C(F)(F)F,Inactive,2,,,200.6,2.6592e+07,200.8,2.67381e+07,1.26,2.64,1.95,99.64,100.6
75818,92145713,8893603,CC(=O)N1CCN(CC1)CC2=CSC(=N2)NC3=CC=CC=C3,Inactive,0,,,205.1,2.7202e+07,202.7,2.71284e+07,-1.68,1.39,-0.15,101.93,102.07
75819,92145714,8893297,CC1=CN=C(C=N1)C(=O)NC2=CC(=C(C=C2)OC(F)F)Cl,Inactive,1,,,201.4,2.69784e+07,204.3,2.68267e+07,0.74,0.33,0.54,101.09,100.93
75820,92145715,16270687,C1CCN(C1)C(=O)CSC2=NN=C(S2)NC3=CC=CC=C3,Inactive,0,,,204.9,2.64799e+07,205.2,2.656e+07,-1.55,-0.26,-0.91,99.22,99.93
75821,92145716,7913558,CC1=CC(=O)OC2=C1C=CC(=C2)OCC(=O)OC3=CC4=C(C=C3)OCO4,Inactive,0,,,202.3,2.61632e+07,205,2.60104e+07,0.15,-0.13,0.01,98.04,97.86
75822,92145717,3950456,CC(C(=O)N1CCCC2=CC=CC=C21)OC(=O)C3=CC4=C(C=C3)C(=O)N5CCCCCC5=N4,Inactive,2,,,200.5,2.62666e+07,201.3,2.68391e+07,1.32,2.31,1.82,98.42,100.98
75823,92145718,8893955,C1=CC=C2C(=C1)N(C(=O)O2)CCCC(=O)OC3=CC=C(C=C3)C4=NN=CO4,Inactive,0,,,206.5,2.64723e+07,208.7,2.55263e+07,-2.59,-2.57,-2.58,99.19,96.04
75824,92145719,16272335,C1CC(CN(C1)C2=NS(=O)(=O)C3=CC=CC=C32)C(=O)OCC(=O)N,Inactive,2,,,199.2,2.74965e+07,202.8,2.7498e+07,2.17,1.32,1.75,103.03,103.46
75825,92145720,16272526,C1CC2CC(CC(C1)C2=O)C(=O)OCC(=O)N3CCC(=N3)C4=CC=CC=C4,Inactive,1,,,202.1,2.68265e+07,203.5,2.67671e+07,0.28,0.86,0.57,100.52,100.71
75826,92145721,4810398,C1=CC=C2C(=C1)C(=O)N(C2=O)CCN3C4=CC=CC5=C4C(=CC=C5)S3(=O)=O,Inactive,1,,,201,2.69841e+07,202.2,2.67651e+07,1,1.72,1.36,101.11,100.7
75827,92145722,16272153,CC1=C(NC(=C1C(=O)OC)C)C(=O)C(C)N2CCC3=CC=CC=C3C2,Inactive,0,,,203.1,2.6642e+07,205.1,2.66205e+07,-0.37,-0.19,-0.28,99.83,100.16
75828,92145723,8510021,CCOC(=O)C1=C(C2=CC=CC=C2O1)COC(=O)C3=CC=CS3,Inactive,1,,,201.5,2.69326e+07,201.8,2.69741e+07,0.67,1.98,1.33,100.92,101.49
75829,92145724,16272178,C1CN(CCC1C(=O)OC2=CC=C(C=C2)C3=NN=CO3)S(=O)(=O)C4=CC=CC=C4C(F)(F)F,Inactive,2,,,199.3,2.68305e+07,202.1,2.71167e+07,2.11,1.79,1.95,100.54,102.03
75830,92145725,16278688,CC1CC2=CC=CC=C2N1C(=O)COC3=NC=NC4=C3C=NN4C5=CC=CC=C5,Inactive,2,,,200.6,2.70076e+07,201.4,2.70828e+07,1.26,2.25,1.76,101.2,101.9
75831,92145726,8893183,CN(CC1=CC=C(S1)Br)CC2=CC3=C(C=C2O)OCO3,Inactive,2,,,199.4,2.68732e+07,203.1,2.70597e+07,2.04,1.13,1.59,100.7,101.81
75832,92145727,8893985,CC1=CC=C(O1)C(=O)N(CC2=CC3=C(C=C2)OCO3)C4CCCC4,Inactive,1,,,201.1,2.69566e+07,202.7,2.70388e+07,0.93,1.39,1.16,101.01,101.73
75833,92145728,16272215,C1=CC2=NC(=CN2C=C1)COC(=O)C3=CC4=C(C=C3)C(=O)N(C4=O)CC5=CC=CO5,Inactive,0,,,202.2,2.60763e+07,203.9,2.64149e+07,0.22,0.6,0.41,97.71,99.39
75834,92145729,8894049,C1CCC(C1)N(CC2=CC3=C(C=C2)OCO3)C(=O)C4=CC=NC=C4,Inactive,0,,,205.2,2.66271e+07,208.3,2.62972e+07,-1.74,-2.31,-2.03,99.77,98.94
75835,92145730,16271409,CSC1=NC2=CC=CC=C2N1CN3CCN(CC3)CC(=O)NC4=CC=CC=C4Cl,Inactive,0,,,204.4,2.67278e+07,206.4,2.7395e+07,-1.22,-1.05,-1.14,100.15,103.07
75836,92145731,16294351,COC1=CC=C(C=C1)C2CCCCCN2C(=O)C3=CC(=CC=C3)N4CCCC4=O,Inactive,1,,,201.7,2.56539e+07,202.8,2.56862e+07,0.54,1.32,0.93,96.13,96.64
75837,92145732,9109229,CCN(CC1=CC=NC=C1)S(=O)(=O)C2=C(C=CC(=C2)C(C)(C)C)C,Inactive,2,,,202.5,2.66378e+07,200.1,2.701e+07,0.02,3.11,1.57,99.81,101.62
75838,92145733,16294417,CC(C)C1=NC2=C(C=NN2C(C)C)C(=C1)C(=O)NC3=CC=C(C=C3)C4=NN=C5N4CCCCC5,Inactive,2,,,200.5,2.7427e+07,200,2.63251e+07,1.32,3.17,2.25,102.77,99.05
75839,92145734,2465631,C1OC2=C(O1)C=C(C=C2)CNC(=S)N(CC3=CC=CO3)CC4=CC=CS4,Inactive,2,,,200.6,2.74174e+07,201,2.73657e+07,1.26,2.51,1.89,102.74,102.96
75840,92145735,9205962,CC1=C(C(=NN1C2=CC=CC=C2)C)CN(C)C(=O)CN3C(=O)COC4=CC=CC=C43,Inactive,1,,,203.1,2.67536e+07,201.4,2.65695e+07,-0.37,2.25,0.94,100.25,99.97
